,precision,recall,ndcg,hit_ratio,F1,diversity,novelty,coverage,K
0,0.07735909822866285,0.011812957658790315,0.07735909822866285,0.07735909822866285,0.018393855084185163,1.0000000000002123,8.37679445708441,0.12744160917629457,1
1,0.06886956521739061,0.048677696490219476,0.11528821823219106,0.23497584541063687,0.04699143635416131,4.142308616148448,8.38912007580589,0.34710331643254927,5
2,0.0610048309178689,0.082189650667094,0.15946159798572584,0.34325281803540897,0.05693273919275599,4.265333525537861,8.398277915461595,0.4922699692461142,10
3,0.051371980676326,0.12861381247682216,0.21866922519457677,0.4666022544282859,0.06037190998696336,4.413806705166309,8.416465243306451,0.6416756711827778,20
